Target_genes	SOX9|Average	SRX718108|hESC_derived_pancreatic_cells	SRX4065343|hESC_derived_retinal_cells	SRX4065344|hESC_derived_retinal_cells	SRX4065345|hESC_derived_retinal_cells	SRX4065346|hESC_derived_retinal_cells	SRX4065347|hESC_derived_retinal_cells	SRX4065348|hESC_derived_retinal_cells	SRX768290|HT-29	SRX359919|LoVo	SRX1510444|VCaP	STRING
NUTM1	37.300000	0	0	0	0	0	0	0	207	166	0	0
NOP10	37.300000	0	0	0	0	0	0	0	207	166	0	0
MRPL49	37.300000	0	0	0	0	0	0	0	222	151	0	0
LRRC57	37.300000	0	0	0	0	0	0	0	196	177	0	0
HAUS2	37.300000	0	0	0	0	0	0	0	196	177	0	0
FOXJ3	37.300000	0	0	0	0	0	0	0	203	170	0	0
FAU	37.300000	0	0	0	0	0	0	0	222	151	0	0
ZNF324B	37.200000	0	0	0	0	0	0	0	268	104	0	0
TRMT6	37.200000	0	0	0	0	0	0	0	238	134	0	0
RPS19	37.200000	0	0	0	0	0	0	0	230	142	0	0
NACA	37.200000	0	0	0	0	0	0	0	163	209	0	0
MYLIP	37.200000	0	0	0	0	0	0	0	186	186	0	0
MCM8	37.200000	0	0	0	0	0	0	0	238	134	0	0
HLTF	37.200000	0	0	0	73	0	88	0	0	0	211	0
GFM1	37.200000	0	0	0	0	0	0	0	211	161	0	0
EXOSC8	37.200000	0	0	0	0	0	0	0	372	0	0	0
CDK5RAP3	37.200000	0	0	0	0	0	0	0	258	0	114	0
ALG5	37.200000	0	0	0	0	0	0	0	372	0	0	0
VAMP1	37.100000	0	0	0	0	0	0	0	138	233	0	0
U2SURP	37.100000	0	0	0	0	0	0	0	371	0	0	0
PGBD4	37.100000	0	0	0	0	0	0	0	260	111	0	0
NCAPD2	37.100000	0	0	0	0	0	0	0	248	123	0	0
MRPS18C	37.100000	0	0	0	0	0	0	0	191	180	0	0
MRPL51	37.100000	0	0	0	0	0	0	0	248	123	0	0
HELQ	37.100000	0	0	0	0	0	0	0	191	180	0	0
EMC7	37.100000	0	0	0	0	0	0	0	260	111	0	0
CHD2	37.100000	0	0	0	0	0	0	0	245	126	0	0
ARL6IP1	37.100000	0	0	0	0	0	0	0	255	116	0	0
YKT6	37.000000	0	0	0	0	0	0	0	216	154	0	0
TMEM189-UBE2V1	37.000000	0	0	0	0	0	0	0	289	0	81	0
TMEM189	37.000000	0	0	0	0	0	0	0	289	0	81	0
STMP1	37.000000	0	0	0	0	0	0	0	243	127	0	0
PGBD2	37.000000	0	0	0	0	0	0	0	128	242	0	0
BMF	37.000000	0	0	0	0	0	0	0	186	184	0	0
UQCC1	36.900000	0	0	0	0	0	0	0	273	96	0	0
SPRYD4	36.900000	0	0	0	0	0	0	0	266	103	0	0
PDE7A	36.900000	0	0	0	0	0	0	0	178	191	0	0
PCGF2	36.900000	0	0	0	0	0	0	0	369	0	0	0
NF2	36.900000	0	0	0	0	0	0	0	369	0	0	0
FMN1	36.900000	0	0	0	0	0	0	0	369	0	0	0
CEP295NL	36.900000	233	0	0	0	0	0	0	136	0	0	0
ACVR1B	36.900000	0	0	0	0	0	0	0	369	0	0	0
TARS1	36.800000	0	0	0	0	0	0	0	206	162	0	0
SLC37A3	36.800000	0	0	0	0	0	0	0	159	209	0	0
RTN4IP1	36.800000	0	0	0	0	0	0	0	368	0	0	0
RAB19	36.800000	0	0	0	0	0	0	0	159	209	0	0
QRSL1	36.800000	0	0	0	0	0	0	0	368	0	0	0
JRK	36.800000	0	0	0	0	0	0	0	368	0	0	0
BRD3OS	36.800000	0	0	0	0	0	0	0	226	142	0	0
RPS6	36.700000	0	0	0	0	0	0	0	173	194	0	0
MMUT	36.700000	0	0	0	0	0	0	0	252	115	0	0
GOT2	36.700000	0	0	0	0	0	0	0	138	229	0	0
ERCC5	36.700000	0	0	0	0	0	0	0	367	0	0	0
CENPQ	36.700000	0	0	0	0	0	0	0	252	115	0	0
C2CD2L	36.700000	0	0	0	0	0	0	0	205	162	0	0
STYXL1	36.600000	0	0	0	0	0	0	0	138	228	0	0
SON	36.600000	0	0	0	0	0	0	0	175	90	101	0
SMIM22	36.600000	0	0	0	0	0	0	0	366	0	0	0
SLC35A3	36.600000	0	0	0	0	0	0	0	231	135	0	0
ROGDI	36.600000	0	0	0	0	0	0	0	366	0	0	0
PITX2	36.600000	0	0	0	0	0	0	0	366	0	0	0
NEUROD2	36.600000	0	0	0	0	0	0	0	128	0	238	0
HDAC4	36.600000	0	0	0	0	0	0	0	243	123	0	0
GART	36.600000	0	0	0	0	0	0	0	175	90	101	0
FBXO32	36.600000	0	0	0	0	0	0	0	366	0	0	0
TBC1D13	36.500000	0	0	0	0	0	0	0	365	0	0	0
SNRPB2	36.500000	0	0	0	0	0	0	0	271	94	0	0
RMDN3	36.500000	0	0	0	0	0	0	0	283	82	0	0
GCHFR	36.500000	0	0	0	0	0	0	0	283	82	0	0
ETV4	36.500000	0	0	0	0	0	0	0	365	0	0	0
CEP350	36.500000	0	0	0	0	0	0	0	262	103	0	0
ATP9A	36.500000	0	0	0	0	0	0	0	365	0	0	0
ASCC3	36.500000	0	0	0	0	0	0	0	176	189	0	0
WDR36	36.400000	0	0	0	0	0	0	0	222	142	0	0
SPAG1	36.400000	0	0	0	0	0	0	0	255	109	0	0
RTKN2	36.400000	0	0	0	0	0	0	0	364	0	0	0
POLR2K	36.400000	0	0	0	0	0	0	0	255	109	0	0
MTG1	36.400000	0	0	0	0	0	0	0	257	107	0	0
MARCHF3	36.400000	0	0	0	0	0	0	0	215	149	0	0
IST1	36.400000	0	0	0	0	0	0	0	248	116	0	0
C19orf33	36.400000	0	0	0	0	0	0	0	150	214	0	0
UBE2J2	36.300000	0	0	0	0	0	0	0	126	0	237	0
TRIP6	36.300000	0	0	0	0	0	0	0	197	166	0	0
TRAF6	36.300000	0	0	0	0	0	0	0	173	190	0	0
SRRT	36.300000	0	0	0	0	0	0	0	197	166	0	0
RGS9BP	36.300000	0	0	0	0	0	0	0	363	0	0	0
RAG1	36.300000	0	0	0	0	0	0	0	173	190	0	0
PPIL3	36.300000	0	0	0	0	0	0	0	151	212	0	0
NIF3L1	36.300000	0	0	0	0	0	0	0	151	212	0	0
ANKRD27	36.300000	0	0	0	0	0	0	0	363	0	0	0
AGL	36.300000	0	0	0	0	0	0	0	212	151	0	0
ADAM15	36.300000	0	0	0	0	0	0	0	153	210	0	0
SCRIB	36.200000	0	0	0	0	0	0	0	362	0	0	0
RPEL1	36.200000	99	0	0	0	0	0	0	128	135	0	0
RCE1	36.200000	0	0	0	0	0	0	0	362	0	0	0
PHF20L1	36.200000	0	0	0	0	0	0	0	362	0	0	0
PARP16	36.200000	0	0	0	0	0	0	0	265	97	0	0
NPW	36.200000	0	0	0	0	0	0	0	129	108	125	0
TSTA3	36.100000	0	0	0	0	0	0	0	198	0	163	0
TRIOBP	36.100000	0	0	0	0	0	0	0	361	0	0	0
TGDS	36.100000	0	0	0	0	0	0	0	361	0	0	0
PYCR3	36.100000	0	0	0	0	0	0	0	198	0	163	0
GPR180	36.100000	0	0	0	0	0	0	0	361	0	0	0
ZNF691	36.000000	0	0	0	0	0	0	0	360	0	0	0
VPS35L	36.000000	0	0	0	0	0	0	0	360	0	0	0
VPS33A	36.000000	0	0	0	0	0	0	0	221	139	0	0
SKIV2L	36.000000	0	0	0	0	0	0	0	224	136	0	0
PSMD14	36.000000	0	0	0	0	0	0	0	206	154	0	0
PRMT2	36.000000	0	0	0	0	0	0	0	0	360	0	0
NELFE	36.000000	0	0	0	0	0	0	0	224	136	0	0
MRPS33	36.000000	0	0	0	0	0	0	0	220	140	0	0
FMNL3	36.000000	0	0	0	0	0	0	0	360	0	0	0
CALCOCO1	36.000000	0	0	0	0	0	0	0	259	101	0	0
AHCYL2	36.000000	0	0	0	0	0	0	0	162	198	0	0
PPIA	35.900000	0	0	0	0	0	0	0	359	0	0	0
NOP16	35.900000	0	0	0	0	0	0	0	133	226	0	0
HIGD2A	35.900000	0	0	0	0	0	0	0	133	226	0	0
GMNN	35.900000	0	0	0	0	0	0	0	120	239	0	0
FAM111B	35.900000	0	0	0	0	0	0	0	359	0	0	0
CSE1L	35.900000	0	0	0	0	0	0	0	197	162	0	0
CD79A	35.900000	0	0	0	0	0	0	0	359	0	0	0
CCDC124	35.900000	0	0	0	0	0	0	0	359	0	0	0
C1QTNF12	35.900000	0	0	0	0	0	0	0	359	0	0	0
ZSCAN32	35.800000	0	0	0	0	0	0	0	222	136	0	0
ZNF174	35.800000	0	0	0	0	0	0	0	222	136	0	0
UTP3	35.800000	0	0	0	0	0	0	0	238	120	0	0
TMEM209	35.800000	0	0	0	0	0	0	0	180	178	0	0
SSMEM1	35.800000	0	0	0	0	0	0	0	180	178	0	0
RELN	35.800000	0	0	0	0	0	0	0	0	0	358	0
PDE4A	35.800000	0	0	0	0	0	0	0	126	232	0	0
INTS5	35.800000	0	0	0	0	0	0	0	358	0	0	0
IL17D	35.800000	0	0	0	0	0	0	0	358	0	0	0
GANAB	35.800000	0	0	0	0	0	0	0	358	0	0	0
TMEM168	35.700000	0	0	0	0	0	0	0	172	185	0	0
SLC6A6	35.700000	0	0	0	0	0	0	0	208	149	0	0
RPL12	35.700000	0	0	0	0	0	0	0	357	0	0	0
PARPBP	35.700000	0	0	0	0	0	0	0	242	115	0	0
NUP37	35.700000	0	0	0	0	0	0	0	242	115	0	0
MRPS10	35.700000	0	0	0	0	0	0	0	357	0	0	0
MCM5	35.700000	0	0	0	0	0	0	0	357	0	0	0
LRSAM1	35.700000	0	0	0	0	0	0	0	357	0	0	0
FAM71E1	35.700000	0	0	0	0	0	0	0	167	190	0	0
EMC10	35.700000	0	0	0	0	0	0	0	167	190	0	0
ZWINT	35.600000	0	0	0	0	0	0	0	356	0	0	0
TUBGCP3	35.600000	0	0	0	0	0	0	0	217	139	0	0
RPUSD2	35.600000	0	0	0	0	0	0	0	207	149	0	0
PARP2	35.600000	0	0	0	0	0	0	0	178	178	0	0
NDUFB2	35.600000	0	0	0	0	0	0	0	143	213	0	0
MTMR6	35.600000	0	0	0	0	0	0	0	258	98	0	0
MORN2	35.600000	0	0	0	0	0	0	0	281	75	0	0
DHX57	35.600000	0	0	0	0	0	0	0	281	75	0	0
CCDC32	35.600000	0	0	0	0	0	0	0	207	149	0	0
VWA3A	35.500000	0	0	0	0	0	0	0	355	0	0	0
TTLL5	35.500000	0	0	0	0	0	0	0	264	0	91	0
TNFSF15	35.500000	0	0	0	0	0	0	0	355	0	0	0
PTCH1	35.500000	0	0	0	0	0	0	0	355	0	0	0
PRSS22	35.500000	0	0	0	0	0	0	0	238	117	0	0
PNPLA8	35.500000	0	0	0	0	0	0	0	190	165	0	0
ERG28	35.500000	0	0	0	0	0	0	0	264	0	91	0
TRMT2A	35.400000	0	0	0	0	0	0	0	354	0	0	0
SLC12A9	35.400000	0	0	0	0	0	0	0	139	215	0	0
RANBP1	35.400000	0	0	0	0	0	0	0	354	0	0	0
PSMC4	35.400000	0	0	0	0	0	0	0	170	184	0	0
PPA2	35.400000	0	0	0	0	0	0	0	189	165	0	0
NR2C1	35.400000	0	0	0	0	0	0	0	88	0	266	0
NOP14	35.400000	0	0	0	0	0	0	0	187	167	0	0
MTF1	35.400000	0	0	0	0	0	0	0	208	146	0	0
MAP11	35.400000	0	0	0	0	0	0	0	222	132	0	0
LAMTOR4	35.400000	0	0	0	0	0	0	0	222	132	0	0
GRK4	35.400000	0	0	0	0	0	0	0	187	167	0	0
EXT1	35.400000	0	0	0	0	0	0	0	354	0	0	0
CXCL5	35.400000	0	0	0	0	0	0	0	150	0	204	0
ATXN1L	35.400000	0	0	0	0	0	0	0	354	0	0	0
UNK	35.300000	0	0	0	0	0	0	0	251	102	0	0
TP53BP1	35.300000	0	0	0	0	0	0	0	353	0	0	0
RRN3	35.300000	0	0	0	0	0	0	0	169	184	0	0
RPA2	35.300000	0	0	0	0	0	0	0	209	144	0	0
PRKRIP1	35.300000	0	0	0	0	0	0	0	169	184	0	0
NUDCD3	35.300000	0	0	0	0	0	0	0	227	126	0	0
H3-3B	35.300000	0	0	0	0	0	0	0	251	102	0	0
EPS15	35.300000	0	0	0	0	0	0	0	353	0	0	0
B9D1	35.300000	0	0	0	0	0	0	0	166	187	0	0
ATXN7L2	35.300000	0	0	0	0	0	0	0	353	0	0	0
ACACA	35.300000	0	0	0	0	0	0	0	224	129	0	0
ZNF669	35.200000	0	0	0	0	0	0	0	221	131	0	0
TRIM29	35.200000	0	0	0	0	0	0	0	352	0	0	0
RPS7	35.200000	0	0	0	0	0	0	0	352	0	0	0
RGL2	35.200000	0	0	0	0	0	0	0	184	168	0	0
PPP1R3F	35.200000	0	0	0	0	0	0	0	269	83	0	0
PPM1K	35.200000	0	0	0	0	0	0	0	271	0	81	0
PFDN6	35.200000	0	0	0	0	0	0	0	184	168	0	0
NUP153	35.200000	0	0	0	0	0	0	0	352	0	0	0
MEST	35.200000	0	0	0	0	0	0	0	138	214	0	0
GPAT4	35.200000	163	0	0	0	0	0	0	0	0	189	0
FOXP3	35.200000	0	0	0	0	0	0	0	269	83	0	0
C1orf229	35.200000	0	0	0	0	0	0	0	221	131	0	0
ATAD2	35.200000	0	0	0	0	0	0	0	352	0	0	0
UMAD1	35.100000	0	0	0	0	0	0	0	197	154	0	0
OTULIN	35.100000	0	0	0	0	0	0	0	177	174	0	0
USP2	35.000000	0	0	0	0	0	0	0	190	160	0	0
SNRPE	35.000000	0	0	0	0	0	0	0	158	192	0	0
PAF1	35.000000	0	0	0	0	0	0	0	237	113	0	0
NKD2	35.000000	0	0	0	0	0	0	0	350	0	0	0
MRPL4	35.000000	0	0	0	0	0	0	0	203	147	0	0
LEMD3	35.000000	0	0	0	0	0	0	0	189	161	0	0
KIF18B	35.000000	0	0	0	0	0	0	0	268	82	0	0
KCTD18	35.000000	0	0	0	0	0	0	0	212	138	0	0
TNIP1	34.900000	0	0	0	0	0	0	0	209	140	0	0
SUZ12	34.900000	0	0	0	0	0	0	0	206	0	143	0
RBP4	34.900000	0	0	0	0	0	0	0	100	0	249	0
PCIF1	34.900000	0	0	0	0	0	0	0	210	139	0	0
HYKK	34.900000	0	0	0	0	0	0	0	205	144	0	0
H4C8	34.900000	0	0	0	0	0	0	0	173	176	0	0
COPS7A	34.900000	0	0	0	0	0	0	0	219	130	0	0
BMS1	34.900000	0	0	0	0	0	0	0	210	139	0	0
ARFGEF2	34.900000	0	0	0	0	0	0	0	227	122	0	0
TRIM3	34.800000	0	0	0	0	0	0	0	184	164	0	0
TMCO3	34.800000	0	0	0	0	0	0	0	348	0	0	0
TIMM10B	34.800000	0	0	0	0	0	0	0	184	164	0	0
TCF19	34.800000	0	0	0	0	0	0	0	348	0	0	0
POU5F1	34.800000	0	0	0	0	0	0	0	348	0	0	0
PNP	34.800000	0	0	0	0	0	0	0	98	250	0	0
PIP4P1	34.800000	0	0	0	0	0	0	0	98	250	0	0
NDUFAF5	34.800000	0	0	0	0	0	0	0	348	0	0	0
HNRNPU	34.800000	0	0	0	0	0	0	0	159	189	0	0
ESF1	34.800000	0	0	0	0	0	0	0	348	0	0	0
EIF4H	34.800000	0	0	0	0	0	0	0	187	161	0	0
DCUN1D2	34.800000	0	0	0	0	0	0	0	348	0	0	0
CS	34.800000	0	0	0	0	0	0	0	197	151	0	0
CETN3	34.800000	0	0	0	0	0	0	0	173	175	0	0
CCHCR1	34.800000	0	0	0	0	0	0	0	348	0	0	0
C8orf76	34.800000	0	0	0	0	0	0	0	348	0	0	0
ARFIP2	34.800000	0	0	0	0	0	0	0	184	164	0	0
API5	34.800000	0	0	0	0	0	0	0	348	0	0	0
WIZ	34.700000	0	0	0	0	0	0	0	216	0	131	0
SEPTIN2	34.700000	0	0	0	0	0	0	0	127	220	0	0
PRDX1	34.700000	0	0	0	0	0	0	0	212	135	0	0
OGG1	34.700000	0	0	0	0	0	0	0	184	163	0	0
MFAP3	34.700000	0	0	0	0	0	0	0	120	227	0	0
MED25	34.700000	0	0	0	0	0	0	0	347	0	0	0
HDLBP	34.700000	0	0	0	0	0	0	0	127	220	0	0
FUZ	34.700000	0	0	0	0	0	0	0	347	0	0	0
FAM114A2	34.700000	0	0	0	0	0	0	0	120	227	0	0
EIF5	34.700000	0	0	0	0	0	0	0	347	0	0	0
COL6A2	34.700000	151	0	0	0	0	0	0	0	196	0	0
ARHGEF19	34.700000	0	0	0	0	0	0	0	165	182	0	0
SNX1	34.600000	0	0	0	0	0	0	0	259	87	0	0
NUDT1	34.600000	0	0	0	0	0	0	0	171	175	0	0
MRPL24	34.600000	0	0	0	0	0	0	0	182	164	0	0
MRM2	34.600000	0	0	0	0	0	0	0	171	175	0	0
MAD1L1	34.600000	0	0	0	0	0	0	0	171	175	0	0
FRMD3	34.600000	0	0	0	0	0	0	0	137	209	0	0
FOXN2	34.600000	0	0	0	0	0	0	0	245	0	101	0
CIAO2A	34.600000	0	0	0	0	0	0	0	259	87	0	0
AKAP13	34.600000	0	0	0	0	0	0	0	346	0	0	0
ZNF81	34.500000	0	0	0	0	0	0	0	345	0	0	0
TMEM91	34.500000	0	0	0	0	0	0	0	345	0	0	0
TM7SF2	34.500000	0	0	0	0	0	0	0	201	0	144	0
SECISBP2	34.500000	0	0	0	0	0	0	0	145	200	0	0
CKS2	34.500000	0	0	0	0	0	0	0	145	200	0	0
B9D2	34.500000	0	0	0	0	0	0	0	345	0	0	0
ABCA7	34.500000	131	0	0	0	0	0	0	214	0	0	0
ZDHHC13	34.400000	0	0	0	0	0	0	0	244	100	0	0
TWISTNB	34.400000	0	0	0	0	0	0	0	212	132	0	0
NHLRC1	34.400000	0	0	0	0	0	0	0	143	201	0	0
MZF1	34.400000	0	0	0	0	0	0	0	125	219	0	0
CYREN	34.400000	0	0	0	0	0	0	0	344	0	0	0
CRYM	34.400000	0	0	0	0	0	0	0	112	232	0	0
CNBP	34.400000	0	0	0	0	0	0	0	224	120	0	0
AGK	34.400000	0	0	0	0	0	0	0	142	202	0	0
ZNF425	34.300000	0	0	0	0	0	0	0	343	0	0	0
ZNF398	34.300000	0	0	0	0	0	0	0	343	0	0	0
TAF6L	34.300000	0	0	0	0	0	0	0	160	183	0	0
RPS3A	34.300000	0	0	0	0	0	0	0	210	133	0	0
RNF214	34.300000	0	0	0	0	0	0	0	343	0	0	0
RAD51	34.300000	0	0	0	0	0	0	0	89	254	0	0
PCSK7	34.300000	0	0	0	0	0	0	0	343	0	0	0
PALM2AKAP2	34.300000	0	0	0	0	107	0	0	0	0	236	0
MLH1	34.300000	0	0	0	0	0	0	0	223	120	0	0
GRPEL2	34.300000	0	0	0	0	0	0	0	119	224	0	0
EPM2AIP1	34.300000	0	0	0	0	0	0	0	223	120	0	0
EIF1AD	34.300000	0	0	0	0	0	0	0	343	0	0	0
DMTF1	34.300000	0	0	0	0	0	0	0	196	147	0	0
CST6	34.300000	0	0	0	0	0	0	0	343	0	0	0
BANF1	34.300000	0	0	0	0	0	0	0	343	0	0	0
ADRM1	34.300000	0	0	0	0	0	0	0	343	0	0	0
RGS11	34.200000	0	0	0	0	0	0	0	153	189	0	0
RBM34	34.200000	0	0	0	0	0	0	0	217	125	0	0
MMAA	34.200000	0	0	0	0	0	0	0	228	114	0	0
FBXL14	34.200000	0	0	0	0	0	0	0	342	0	0	0
FAM222B	34.200000	0	0	0	0	0	0	0	218	0	124	0
EIF4G2	34.200000	0	0	0	0	0	0	0	217	125	0	0
CTU1	34.200000	0	0	0	0	0	0	0	225	117	0	0
COX7C	34.200000	0	0	0	0	0	0	0	117	225	0	0
PDIA3	34.100000	0	0	0	0	0	0	0	156	185	0	0
NFAT5	34.100000	0	0	0	0	0	0	0	341	0	0	0
LRRC6	34.100000	0	0	0	0	0	0	0	341	0	0	0
KDM4A	34.100000	0	0	0	0	0	0	0	341	0	0	0
BFSP1	34.100000	0	0	0	0	0	0	0	223	0	118	0
ZNRD2	34.000000	0	0	0	0	0	0	0	340	0	0	0
ZNHIT3	34.000000	0	0	0	0	0	0	0	340	0	0	0
UQCC3	34.000000	0	0	0	0	0	0	0	242	98	0	0
TYW1B	34.000000	0	0	0	0	0	0	0	155	185	0	0
SRP9	34.000000	0	0	0	0	0	0	0	340	0	0	0
SLF1	34.000000	0	0	0	0	0	0	0	162	178	0	0
SLA2	34.000000	0	0	0	0	0	0	0	340	0	0	0
SHLD1	34.000000	0	0	0	0	0	0	0	340	0	0	0
QTRT2	34.000000	0	0	0	0	0	0	0	200	140	0	0
PSMG3	34.000000	0	0	0	0	0	0	0	340	0	0	0
MPHOSPH9	34.000000	0	0	0	0	0	0	0	133	207	0	0
LBHD1	34.000000	0	0	0	0	0	0	0	242	98	0	0
KIAA0825	34.000000	0	0	0	0	0	0	0	162	178	0	0
ITFG2	34.000000	0	0	0	0	0	0	0	124	216	0	0
FAM89B	34.000000	0	0	0	0	0	0	0	340	0	0	0
EHBP1L1	34.000000	0	0	0	0	0	0	0	340	0	0	0
ECT2	34.000000	0	0	0	0	0	0	0	340	0	0	0
CSKMT	34.000000	0	0	0	0	0	0	0	242	98	0	0
CNEP1R1	34.000000	0	0	0	0	0	0	0	340	0	0	0
CCDC191	34.000000	0	0	0	0	0	0	0	200	140	0	0
C12orf65	34.000000	0	0	0	0	0	0	0	133	207	0	0
C11orf98	34.000000	0	0	0	0	0	0	0	242	98	0	0
ARHGEF5	34.000000	0	0	0	0	0	0	0	228	112	0	0
ANGEL1	34.000000	0	0	0	0	0	0	0	340	0	0	0
SLC25A19	33.900000	0	0	0	0	0	0	0	208	131	0	0
RFXANK	33.900000	0	0	0	0	0	0	0	193	146	0	0
PPM1D	33.900000	0	0	0	0	0	0	0	103	236	0	0
PMPCB	33.900000	0	0	0	0	0	0	0	133	206	0	0
PAFAH1B2	33.900000	0	0	0	0	0	0	0	109	230	0	0
MANEAL	33.900000	0	0	0	0	0	0	0	339	0	0	0
CUL5	33.900000	0	0	0	0	0	0	0	109	230	0	0
BORCS8	33.900000	0	0	0	0	0	0	0	193	146	0	0
TSSK4	33.800000	0	0	0	0	0	0	0	153	185	0	0
TPRA1	33.800000	0	0	0	0	0	0	0	153	185	0	0
TLE4	33.800000	0	0	0	0	0	0	0	228	0	110	0
SSU72	33.800000	0	0	0	0	0	0	0	338	0	0	0
RTRAF	33.800000	0	0	0	0	0	0	0	225	113	0	0
RPL26	33.800000	0	0	0	0	0	0	0	189	149	0	0
PRC1	33.800000	0	0	0	0	0	0	0	109	229	0	0
MRPL58	33.800000	0	0	0	0	0	0	0	225	113	0	0
MDP1	33.800000	0	0	0	0	0	0	0	153	185	0	0
KRBA2	33.800000	0	0	0	0	0	0	0	189	149	0	0
JPT1	33.800000	0	0	0	0	0	0	0	338	0	0	0
IPP	33.800000	0	0	0	0	0	0	0	166	172	0	0
EIF3M	33.800000	0	0	0	0	0	0	0	183	155	0	0
CHMP4A	33.800000	0	0	0	0	0	0	0	153	185	0	0
CENPU	33.800000	0	0	0	0	0	0	0	338	0	0	0
BRIX1	33.800000	0	0	0	0	0	0	0	189	149	0	0
ZC3H3	33.700000	0	0	0	0	0	0	0	248	89	0	0
VPS29	33.700000	0	0	0	0	0	0	0	196	141	0	0
USP48	33.700000	0	0	0	0	0	0	0	175	162	0	0
UROC1	33.700000	0	0	0	0	0	0	0	221	0	116	0
TSPAN33	33.700000	0	0	0	0	0	0	0	263	0	74	0
TSEN15	33.700000	0	0	0	0	0	0	0	337	0	0	0
TAF2	33.700000	0	0	0	0	0	0	0	337	0	0	0
SNRPC	33.700000	0	0	0	0	0	0	0	337	0	0	0
RAD9B	33.700000	0	0	0	0	0	0	0	196	141	0	0
OXSR1	33.700000	0	0	0	0	0	0	0	242	95	0	0
NCMAP	33.700000	0	0	0	0	0	0	0	337	0	0	0
LIMS4	33.700000	0	0	0	0	0	0	0	337	0	0	0
LIMS3	33.700000	0	0	0	0	0	0	0	337	0	0	0
KIFBP	33.700000	0	0	0	0	0	0	0	196	141	0	0
CLUH	33.700000	0	0	0	0	0	0	0	142	195	0	0
CHST13	33.700000	0	0	0	0	0	0	0	221	0	116	0
C9orf85	33.700000	0	0	0	0	0	0	0	259	0	78	0
BECN1	33.700000	0	0	0	0	0	0	0	121	216	0	0
ATG5	33.700000	0	0	0	0	0	0	0	153	184	0	0
ABHD17B	33.700000	0	0	0	0	0	0	0	259	0	78	0
TIMM17A	33.600000	0	0	0	0	0	0	0	195	141	0	0
RINT1	33.600000	0	0	0	0	0	0	0	157	179	0	0
PUS7	33.600000	0	0	0	0	0	0	0	157	179	0	0
PERP	33.600000	0	0	0	0	0	0	0	336	0	0	0
ORC5	33.600000	0	0	0	0	0	0	0	205	131	0	0
MSTO1	33.600000	0	0	0	0	0	0	0	248	88	0	0
LMOD1	33.600000	0	0	0	0	0	0	0	195	141	0	0
HMGN1	33.600000	0	0	0	0	0	0	0	0	136	200	0
CLPTM1	33.600000	0	0	0	0	0	0	0	179	157	0	0
APOC2	33.600000	0	0	0	0	0	0	0	179	157	0	0
TM9SF1	33.500000	0	0	0	0	0	0	0	210	125	0	0
LATS2	33.500000	0	0	0	0	0	0	0	335	0	0	0
KLHDC10	33.500000	0	0	0	0	0	0	0	335	0	0	0
IPO4	33.500000	0	0	0	0	0	0	0	210	125	0	0
CAT	33.500000	0	0	0	0	0	0	0	335	0	0	0
BTN3A2	33.500000	0	0	0	0	0	0	0	335	0	0	0
ZNF576	33.400000	0	0	0	0	0	0	0	334	0	0	0
TRIM7	33.400000	0	0	0	0	0	0	0	166	0	168	0
SPAM1	33.400000	0	0	0	0	0	0	0	210	124	0	0
MTERF1	33.400000	0	0	0	0	0	0	0	228	106	0	0
LMOD3	33.400000	0	0	0	0	0	0	0	334	0	0	0
IRGQ	33.400000	0	0	0	0	0	0	0	334	0	0	0
TADA2A	33.300000	0	0	0	0	0	0	0	204	129	0	0
SLC39A2	33.300000	0	0	0	0	0	0	0	333	0	0	0
SLC25A32	33.300000	0	0	0	0	0	0	0	220	113	0	0
PIGW	33.300000	0	0	0	0	0	0	0	150	183	0	0
NOLC1	33.300000	0	0	0	0	0	0	0	251	82	0	0
NOL11	33.300000	0	0	0	0	0	0	0	333	0	0	0
MFSD13A	33.300000	0	0	0	0	0	0	0	333	0	0	0
METTL17	33.300000	0	0	0	0	0	0	0	333	0	0	0
LENG8	33.300000	0	0	0	0	0	0	0	177	156	0	0
LAG3	33.300000	0	0	0	0	0	0	0	173	160	0	0
FRMD5	33.300000	0	0	0	0	0	0	0	333	0	0	0
FIS1	33.300000	0	0	0	0	0	0	0	148	185	0	0
EPHB4	33.300000	0	0	0	0	0	0	0	191	142	0	0
DCAF13	33.300000	0	0	0	0	0	0	0	220	113	0	0
CWF19L1	33.300000	0	0	0	0	0	0	0	333	0	0	0
CEBPA	33.300000	0	0	0	0	0	0	0	218	115	0	0
CCDC88A	33.300000	0	0	0	0	0	0	0	193	140	0	0
C10orf95	33.300000	0	0	0	0	0	0	0	333	0	0	0
TMTC3	33.200000	0	0	0	0	0	0	0	203	129	0	0
TMEM127	33.200000	0	0	0	0	0	0	0	210	122	0	0
SPEG	33.200000	0	0	0	0	0	0	0	332	0	0	0
SIX5	33.200000	0	0	0	0	0	0	0	250	0	82	0
PSMG2	33.200000	0	0	0	0	0	0	0	332	0	0	0
NOL7	33.200000	0	0	0	0	0	0	0	164	168	0	0
NDUFB5	33.200000	0	0	0	0	0	0	0	198	134	0	0
MYO5C	33.200000	0	0	0	0	0	0	0	205	127	0	0
MRPL47	33.200000	0	0	0	0	0	0	0	198	134	0	0
GNL2	33.200000	0	0	0	0	0	0	0	91	241	0	0
DMPK	33.200000	0	0	0	0	0	0	0	250	0	82	0
CIAO1	33.200000	0	0	0	0	0	0	0	210	122	0	0
